,imdbTitleId,clusterId,avgVote
426,0018179,6,6.4
427,0018253,1,5.8
428,0018397,6,6.9
429,0018392,2,7.1
430,0018440,1,6.0
431,0018451,0,7.6
432,0018455,1,8.1
433,0018311,3,6.6
434,0018464,7,5.5
435,0018471,0,6.9
436,0018487,2,5.8
437,0018505,0,7.4
438,0018513,7,5.2
439,0018515,1,6.7
440,0018351,0,7.0
441,0018526,7,7.6
442,0018523,9,6.8
443,0018528,6,7.8
444,0018524,1,6.7
445,0018530,0,6.2
446,0018566,7,6.8
447,0018379,1,7.6
448,0018578,1,7.5
449,0018588,1,6.7
450,0018579,1,3.1
451,0018600,9,6.3
452,0018615,4,7.0
453,0018684,0,7.5
454,0018618,0,6.0
455,0018678,2,6.5
456,0018737,1,7.9
457,0018742,1,8.1
458,0018749,3,6.2
459,0018770,4,7.3
460,0018862,7,6.9
461,0018839,1,7.5
462,0018841,0,7.3
463,0018876,2,5.9
464,0018773,2,8.1
465,0018908,0,6.9
466,0018927,7,6.8
467,0018909,1,7.1
468,0018795,7,6.5
469,0018990,1,6.9
470,0018996,1,6.0
471,0018935,5,6.7
472,0018826,5,6.8
473,0019043,9,7.1
474,0018907,7,6.3
475,0019067,6,6.9
476,0019071,7,8.0
477,0019096,7,5.7
478,0019109,6,7.8
479,0019151,7,6.8
480,0019152,0,6.8
481,0018756,2,5.6
482,0019130,6,7.7
483,0019195,7,7.2
484,0019237,7,6.7
485,0019258,0,7.5
486,0019254,4,8.1
487,0019286,1,7.1
488,0019388,7,6.2
489,0019412,6,7.7
490,0019400,0,6.2
491,0019421,2,7.9
492,0019415,5,7.6
493,0019434,3,6.1
494,0019462,0,6.0
495,0019451,3,6.8
496,0019480,4,6.5
497,0019489,7,6.9
498,0019335,6,3.5
499,0019509,2,7.3
500,0019558,7,7.5
501,0019557,0,6.1
502,0019574,6,6.9
503,0019585,1,8.0
504,0019591,7,7.2
505,0019571,0,6.3
506,0019563,6,7.2
507,0019609,0,6.9
508,0019644,7,7.0
509,0019630,6,5.8
510,0019304,0,6.7
511,0019629,7,7.0
512,0019532,1,6.6
513,0019611,7,7.1
514,0019290,3,6.4
515,0019658,3,5.5
516,0019646,7,7.6
517,0019690,0,5.4
518,0019702,1,7.0
519,0019729,7,5.7
520,0019726,1,6.4
521,0019699,1,5.6
522,0019684,0,4.9
523,0019735,1,6.4
524,0019649,0,7.3
525,0019777,0,7.0
526,0019798,7,6.5
527,0019785,6,6.4
528,0019811,6,6.5
529,0019800,7,5.9
530,0019745,0,6.0
531,0019815,0,6.1
532,0019823,7,6.2
533,0019725,6,6.2
534,0019852,7,6.8
535,0019824,1,6.2
536,0019850,1,7.2
537,0019746,4,6.7
538,0019843,7,7.0
539,0019788,6,5.8
540,0019856,7,6.6
541,0019655,7,7.4
542,0019884,3,5.9
543,0019889,3,6.0
544,0019886,0,6.6
545,0019901,8,7.3
546,0019933,0,5.8
547,0019945,6,5.2
548,0019935,2,7.2
549,0019909,1,6.9
550,0019946,7,6.1
551,0019936,0,6.7
552,0019949,0,6.6
553,0019957,6,5.8
554,0019976,1,7.2
555,0019983,0,5.3
556,0019959,6,6.8
557,0019979,7,5.1
558,0019992,6,5.8
559,0019993,7,5.9
560,0020004,0,6.6
561,0020011,8,6.1
562,0020018,1,5.5
563,0020014,7,5.9
564,0020025,2,7.0
565,0020034,0,6.1
566,0020030,7,7.0
567,0019939,0,6.4
568,0020062,1,6.9
569,0020092,6,6.7
570,0020081,0,6.1
571,0020080,6,6.7
572,0020099,1,6.8
573,0020078,6,6.7
574,0020103,0,6.0
575,0020114,6,6.5
576,0020112,0,7.1
577,0020122,1,7.8
578,0020126,7,6.0
579,0020142,2,6.2
580,0020143,1,6.2
581,0020166,7,5.7
582,0020210,0,5.2
583,0020193,9,7.3
584,0020217,0,5.7
585,0020182,4,7.0
586,0020223,7,6.5
587,0020232,1,7.3
588,0020230,7,7.3
589,0020228,9,6.8
590,0020247,7,6.0
591,0020253,6,6.9
592,0020238,7,5.8
593,0020286,3,6.5
594,0020269,1,7.1
595,0020336,7,6.0
596,0020305,0,5.5
597,0020332,7,6.1
598,0020335,1,7.2
599,0020392,7,6.3
600,0020197,0,6.7
601,0020364,7,6.0
602,0020388,0,6.1
603,0020403,7,5.8
604,0020359,7,5.5
605,0020198,0,6.1
606,0020402,7,6.1
607,0020358,0,6.1
608,0020425,7,5.5
609,0020442,7,7.0
610,0020410,7,6.7
611,0020479,3,6.3
612,0020475,1,7.9
613,0020480,6,5.6
614,0020446,7,4.9
615,0020461,0,5.7
616,0020488,0,5.9
617,0020492,7,5.9
618,0020490,0,5.8
619,0020466,7,6.5
620,0020499,7,6.6
621,0020514,1,6.6
622,0020502,0,6.4
623,0020516,0,6.1
624,0020534,7,5.8
625,0020542,0,5.3
626,0020405,3,6.9
627,0020538,7,5.1
628,0020543,6,6.0
629,0020556,6,6.8
630,0020547,9,6.9
631,0020570,4,7.2
632,0020581,6,6.6
633,0020572,7,6.0
634,0020585,6,7.2
635,0020458,6,6.1
636,0020589,6,6.6
637,0020590,7,6.4
638,0020608,7,7.2
639,0020613,1,6.3
640,0020620,0,5.7
641,0020629,1,8.0
642,0020640,0,7.5
643,0020641,1,6.6
644,0020642,1,6.9
645,0020661,7,5.1
646,0020656,9,7.2
647,0020670,6,5.8
648,0020668,6,6.4
649,0020679,0,6.2
650,0020673,7,5.4
651,0020686,7,7.1
652,0020693,6,6.0
653,0020691,7,7.2
654,0020713,7,5.6
655,0020697,7,7.7
656,0020702,1,5.4
657,0020695,7,6.1
658,0020690,0,5.9
659,0020740,7,4.7
660,0020724,0,5.6
661,0020763,7,5.7
662,0020768,7,7.8
663,0020785,7,5.4
664,0020754,2,6.2
665,0020758,7,5.7
666,0020799,7,6.1
667,0020814,9,7.0
668,0020821,0,6.5
669,0020815,1,7.2
670,0020823,0,6.0
671,0020806,1,6.2
672,0020827,1,6.8
673,0020828,7,5.3
674,0020836,7,6.5
675,0020852,0,5.3
676,0020842,8,6.6
677,0020866,0,5.9
678,0020876,7,6.7
679,0020869,7,5.2
680,0020894,7,6.5
681,0020891,0,6.1
682,0020900,1,6.1
683,0020902,7,5.6
684,0020924,6,6.0
685,0020919,6,5.3
686,0020838,7,5.8
687,0020938,7,5.4
688,0020929,6,5.5
689,0020945,1,6.1
690,0020949,7,5.5
691,0020959,0,5.5
692,0020960,7,7.4
693,0020966,6,6.5
694,0020987,7,6.1
695,0020985,7,6.4
696,0021016,7,5.4
697,0021001,1,5.4
698,0021013,7,6.7
699,0021025,0,6.7
700,0021040,2,6.7
701,0021044,6,6.6
702,0021042,0,6.0
703,0021048,0,5.3
704,0021053,0,6.5
705,0021060,6,6.4
706,0021061,6,5.5
707,0021070,0,4.6
708,0021074,7,6.8
709,0021079,3,7.3
710,0021069,0,5.6
711,0020896,0,6.5
712,0021090,1,5.3
713,0021094,7,5.3
714,0021087,6,6.1
715,0021100,0,5.5
716,0021102,6,6.2
717,0021110,7,5.7
718,0021121,7,6.2
719,0021106,7,6.5
720,0021132,6,5.7
721,0021128,4,6.1
722,0021133,1,5.1
723,0021140,0,5.8
724,0021134,6,5.0
725,0021148,1,6.8
726,0021149,7,5.7
727,0021153,7,6.8
728,0021152,6,4.7
729,0021165,2,6.4
730,0021178,0,6.1
731,0021191,1,5.3
732,0021197,7,6.2
733,0021216,1,5.8
734,0021217,6,5.8
735,0021189,0,6.1
736,0021224,6,6.0
737,0021225,6,6.7
738,0021223,7,6.1
739,0021228,1,6.2
740,0021240,1,6.1
741,0020890,7,6.5
742,0021247,4,7.2
743,0021263,7,6.1
744,0021268,6,7.1
745,0021273,8,6.9
746,0021276,7,5.7
747,0021092,6,5.6
748,0021280,1,5.0
749,0021281,1,6.5
750,0021287,7,5.6
751,0021282,1,5.7
752,0021283,8,6.4
753,0021156,7,7.1
754,0020873,0,6.2
755,0020875,3,6.9
756,0021232,0,5.9
757,0021295,0,5.0
758,0021294,0,5.8
759,0021292,7,5.6
760,0021304,3,5.7
761,0021297,6,6.7
762,0021309,7,7.8
763,0021307,6,5.9
764,0021310,7,5.9
765,0021324,0,5.2
766,0021322,7,6.3
767,0021303,7,5.5
768,0021331,8,7.4
769,0021335,0,5.6
770,0021365,7,5.1
771,0021239,7,5.3
772,0021371,7,6.4
773,0021345,0,5.5
774,0021376,6,5.5
775,0021374,7,5.9
776,0021377,7,6.2
777,0021381,7,6.3
778,0021382,0,6.2
779,0021394,7,6.2
780,0021401,1,5.3
781,0021400,0,6.0
782,0021435,6,5.3
783,0021409,9,7.1
784,0021413,1,5.5
785,0021463,1,6.6
786,0021464,7,5.5
787,0021439,7,5.1
788,0021472,1,5.9
789,0021483,7,6.4
790,0021486,7,6.1
791,0021493,3,5.7
792,0021505,0,6.8
793,0021492,1,6.7
794,0021508,0,6.0
795,0021525,1,5.5
796,0021511,7,5.7
797,0021534,7,5.7
798,0021531,1,6.1
799,0021533,0,5.6
800,0021542,1,7.4
801,0021549,6,6.3
802,0021551,7,6.5
803,0021568,7,6.1
804,0021571,0,7.3
805,0021577,1,7.3
806,0021580,7,6.0
807,0021408,0,6.0
808,0021606,0,6.2
809,0021420,0,6.8
810,0021615,6,5.8
811,0021594,4,6.3
812,0021599,0,4.6
813,0021632,1,6.2
814,0021607,6,6.5
815,0021635,1,6.5
816,0021622,0,6.2
817,0021636,7,6.3
818,0021654,4,6.7
819,0021647,1,6.9
820,0021673,6,7.1
821,0021595,1,6.0
822,0021681,7,5.9
823,0021668,0,6.8
824,0021684,1,5.8
825,0021649,0,6.1
826,0021657,6,5.9
827,0021707,0,6.4
828,0021697,7,5.9
829,0021695,0,6.6
830,0021732,1,6.4
831,0021725,7,6.6
832,0021550,1,6.0
833,0021730,0,7.3
834,0021659,0,5.7
835,0021633,1,6.5
836,0021743,2,4.4
837,0021739,1,7.6
838,0021735,1,6.4
839,0021750,7,7.1
840,0021746,0,5.9
841,0021754,5,6.9
842,0021756,6,6.0
843,0021759,0,6.5
844,0021761,1,6.1
845,0021768,7,6.4
846,0021764,3,5.8
847,0021733,0,6.7
848,0021770,0,7.0
849,0021772,6,5.6
850,0021775,7,5.9
851,0021778,7,6.2
852,0021785,7,6.1
853,0021780,0,6.2
854,0021793,7,5.9
855,0021786,0,6.2
856,0021799,2,6.3
857,0021798,6,6.2
858,0021807,1,6.2
859,0021815,7,7.2
860,0021814,7,7.5
861,0021818,4,7.3
862,0021820,0,5.7
863,0021749,0,8.5
864,0021826,7,6.0
865,0021825,7,6.1
866,0021829,7,6.0
867,0021828,1,5.7
868,0021836,0,7.2
869,0021840,0,6.0
870,0021845,6,5.6
871,0021847,7,6.4
872,0021859,1,5.2
873,0021861,6,5.7
874,0021864,1,6.1
875,0021889,6,5.4
876,0021874,1,6.3
877,0021884,7,7.8
878,0021865,0,5.9
879,0021879,7,5.8
880,0021885,0,6.7
881,0021890,7,6.7
882,0021900,7,5.1
883,0021895,7,5.5
884,0021906,6,6.4
885,0021910,6,7.0
886,0021919,7,5.9
887,0021917,7,5.3
888,0021927,7,5.7
889,0021952,6,5.9
890,0021963,1,5.9
891,0021932,3,6.7
892,0021966,7,5.5
893,0021928,7,6.2
894,0021978,6,6.9
895,0021933,1,6.9
896,0021931,7,6.5
897,0021969,7,6.7
898,0021873,1,7.3
899,0021973,7,5.8
900,0021992,7,6.1
901,0022000,1,6.2
902,0021985,9,7.8
903,0021988,6,6.1
904,0022001,7,6.3
905,0022021,7,5.9
906,0022017,1,7.5
907,0022029,6,5.5
908,0022026,6,5.0
909,0022034,8,7.0
910,0022002,6,6.1
911,0022046,1,6.0
912,0022043,0,6.0
913,0022054,1,6.8
914,0022042,0,6.0
915,0022056,7,5.6
916,0022059,7,5.4
917,0022080,5,7.3
918,0022074,0,7.2
919,0022085,7,6.2
920,0022100,8,8.3
921,0022086,7,6.3
922,0022105,7,6.5
923,0022120,6,5.0
924,0022125,1,7.9
925,0022111,7,6.9
926,0022103,6,6.4
927,0022134,3,5.7
928,0022135,1,5.7
929,0022149,7,6.3
930,0022139,6,6.3
931,0022150,9,7.4
932,0022153,2,7.2
933,0022151,7,7.0
934,0022119,0,6.1
935,0022158,6,7.5
936,0022177,7,5.6
937,0022172,7,5.4
938,0022173,1,6.2
939,0022178,0,6.5
940,0022183,4,7.6
941,0022180,0,5.6
942,0022191,7,5.7
943,0022197,6,5.6
944,0022198,0,5.3
945,0022204,1,6.7
946,0022208,7,7.1
947,0022214,7,6.8
948,0022215,0,7.1
949,0022223,4,6.1
950,0022235,4,6.7
951,0022243,0,5.1
952,0022246,7,6.8
953,0022254,7,6.1
954,0022251,0,7.0
955,0022259,6,6.7
956,0022261,0,5.9
957,0022264,7,6.5
958,0022268,1,6.9
959,0022265,7,4.4
960,0022273,0,6.4
961,0022274,0,6.7
962,0022276,7,6.9
963,0022286,6,7.7
964,0022279,6,6.8
965,0022285,0,6.5
966,0022290,3,6.4
967,0022289,6,7.1
968,0022293,2,5.9
969,0022297,7,6.2
970,0022303,0,6.4
971,0022317,7,4.6
972,0022308,6,5.9
973,0022321,0,6.5
974,0022326,7,5.9
975,0022335,1,7.0
976,0022331,3,5.9
977,0022339,1,7.0
978,0022353,7,5.8
979,0022357,0,6.3
980,0022360,7,7.0
981,0022373,7,6.0
982,0022381,0,5.1
983,0022386,7,6.7
984,0022382,1,5.7
985,0022391,0,5.0
986,0022395,2,5.8
987,0022403,7,6.8
988,0022404,0,6.5
989,0022412,1,6.0
990,0022418,0,5.5
991,0022409,6,4.4
992,0022425,7,6.1
993,0022428,0,6.4
994,0022430,6,6.3
995,0022432,7,5.5
996,0022433,0,6.6
997,0022435,0,6.0
998,0022437,6,6.0
999,0022397,6,6.3
1000,0022436,0,7.6
1001,0022444,4,6.2
1002,0022440,2,6.2
1003,0022454,1,6.8
1004,0022453,1,6.4
1005,0022458,0,7.5
1006,0022463,0,6.1
1007,0022478,1,5.4
1008,0022469,7,6.6
1009,0022484,7,5.7
1010,0022489,7,6.5
1011,0022495,6,6.2
1012,0021986,6,5.4
1013,0022117,1,6.9
1014,0022185,7,7.3
1015,0022236,6,6.5
1016,0022296,7,5.7
1017,0022481,7,5.7
1018,0022500,6,6.6
1019,0022517,7,6.7
1020,0022523,0,6.0
1021,0022501,1,5.8
1022,0022535,4,6.2
1023,0022537,9,6.0
1024,0022572,1,6.2
1025,0022551,6,6.1
1026,0022550,1,7.5
1027,0022599,9,7.5
1028,0022614,7,6.0
1029,0022582,6,6.3
1030,0022613,7,6.7
1031,0022619,0,6.0
1032,0022615,0,6.4
1033,0022626,0,7.4
1034,0022639,7,6.9
1035,0022663,2,6.2
1036,0022675,0,6.9
1037,0022644,2,6.3
1038,0022651,1,6.9
1039,0022676,6,6.1
1040,0022660,0,6.8
1041,0022641,7,6.4
1042,0022681,6,5.8
1043,0022694,4,6.8
1044,0022628,7,6.4
1045,0022682,2,5.6
1046,0022685,7,6.5
1047,0022689,6,6.1
1048,0022699,8,5.7
1049,0022698,0,7.1
1050,0022696,6,6.9
1051,0022700,0,6.5
1052,0022635,0,6.2
1053,0022731,0,5.6
1054,0022718,8,7.4
1055,0022725,1,7.6
1056,0022748,0,5.5
1057,0022735,3,6.8
1058,0022753,7,6.3
1059,0022755,0,6.1
1060,0022751,1,6.1
1061,0022733,2,6.7
1062,0022784,0,6.0
1063,0022778,6,6.3
1064,0022787,1,7.7
1065,0022788,0,5.4
1066,0022789,7,5.9
1067,0022792,7,6.2
1068,0022796,6,6.5
1069,0022799,0,6.1
1070,0022802,0,7.0
1071,0022814,0,6.4
1072,0022824,7,5.9
1073,0022834,7,6.8
1074,0022827,3,6.4
1075,0022835,6,7.6
1076,0022854,0,7.0
1077,0022864,7,6.0
1078,0022873,0,6.8
1079,0022869,8,6.3
1080,0022867,9,6.7
1081,0022877,8,7.7
1082,0022876,7,6.5
1083,0022879,1,6.5
1084,0022775,3,6.9
1085,0022882,0,5.7
1086,0022737,7,7.0
1087,0022888,3,6.3
1088,0022890,3,5.9
1089,0022897,0,6.5
1090,0022905,1,6.9
1091,0022918,7,5.8
1092,0022913,0,7.9
1093,0022924,8,6.0
1094,0022934,0,5.5
1095,0022941,1,4.7
1096,0022938,6,6.1
1097,0022958,6,7.4
1098,0022970,7,7.2
1099,0022981,7,5.6
1100,0022987,0,6.3
1101,0022990,6,6.8
1102,0022971,7,6.3
1103,0022991,2,6.0
1104,0023002,9,6.1
1105,0023007,0,6.6
1106,0023013,6,6.3
1107,0023028,6,6.6
1108,0023034,0,5.8
1109,0023027,0,7.6
1110,0023038,7,5.4
1111,0023049,7,7.0
1112,0023042,6,8.2
1113,0023055,7,6.1
1114,0023066,7,6.1
1115,0023071,7,6.5
1116,0023092,2,5.5
1117,0023088,6,6.3
1118,0023074,0,7.3
1119,0023101,6,6.6
1120,0023104,9,6.6
1121,0023108,7,6.3
1122,0023110,7,6.2
1123,0023117,6,6.1
1124,0023109,6,6.3
1125,0023119,7,6.2
1126,0023121,0,6.9
1127,0023125,6,6.6
1128,0023132,7,6.1
1129,0022961,1,6.1
1130,0022979,7,6.3
1131,0023145,6,5.8
1132,0023151,1,6.5
1133,0023157,6,6.4
1134,0023175,6,6.4
1135,0023181,7,7.1
1136,0023158,6,7.6
1137,0023162,0,5.9
1138,0023153,3,5.8
1139,0023190,9,6.7
1140,0023187,0,6.5
1141,0023194,2,6.3
1142,0023196,1,6.6
1143,0023198,0,6.9
1144,0023169,0,6.2
1145,0023213,0,6.8
1146,0023202,3,6.6
1147,0023221,0,5.0
1148,0023208,6,6.3
